0 4 1 1 1 8 1 1 8 1 1 8 8 8 16 32 62 58 12 12 64 1 1 16 64 4 1 2 1 32 78745.6667
11 4 1 1 1 10 1 1 12 1 1 12 10 12 20 32 52 48 6 6 32 4 1 16 64 4 0 2 1 32 82681.8333
135 4 1 1 1 6 1 1 6 1 1 6 8 8 16 34 42 38 8 8 64 1 1 16 64 4 0 2 1 8 84091.7500
138 4 1 1 1 6 1 1 6 1 1 6 8 8 16 34 42 38 12 12 32 4 1 16 64 4 0 2 1 32 83221.3333
140 4 1 1 1 8 1 1 8 1 1 8 6 6 14 34 42 38 12 12 32 8 1 32 64 4 0 2 1 8 83259.0833
143 4 1 1 1 6 1 1 6 1 1 6 10 12 20 36 42 38 8 8 64 1 1 16 64 4 1 2 1 8 84143.0833
146 4 1 1 1 6 1 1 6 1 1 6 10 12 20 34 52 48 8 8 64 4 1 32 64 4 1 2 1 32 80275.9167
149 4 1 1 1 6 1 1 6 1 1 6 6 6 14 36 52 48 6 6 64 1 1 16 64 4 0 2 1 8 82979.7500
151 4 1 1 1 6 1 1 6 1 1 6 6 6 14 36 42 38 6 6 32 8 1 32 64 4 0 2 1 32 85412.2500
154 4 1 1 1 8 1 1 8 1 1 8 6 6 14 32 62 58 8 8 32 4 1 16 64 4 0 2 1 8 80292.3333
157 4 1 1 1 8 1 1 8 1 1 8 6 6 14 30 42 38 6 6 64 4 1 32 64 4 1 2 1 32 85404.7500
16 4 1 1 1 6 1 1 6 1 1 6 10 12 20 36 62 58 6 6 32 4 1 16 64 4 1 2 1 8 82650.5833
162 4 1 1 1 10 1 1 12 1 1 12 8 8 16 32 42 38 12 12 64 1 1 16 64 4 0 2 1 8 83358.8333
165 4 1 1 1 8 1 1 8 1 1 8 6 6 14 36 42 38 6 6 32 4 1 16 64 4 0 2 1 32 85435.4167
18 4 1 1 1 8 1 1 8 1 1 8 8 8 16 30 62 58 12 12 64 1 1 16 64 4 0 2 1 8 78649.0000
20 4 1 1 1 6 1 1 6 1 1 6 6 6 14 32 52 48 6 6 32 8 1 32 64 4 0 2 1 32 82772.9167
23 4 1 1 1 8 1 1 8 1 1 8 8 8 16 36 52 48 12 12 64 1 1 16 64 4 0 2 1 8 78935.7500
26 4 1 1 1 10 1 1 12 1 1 12 6 6 14 36 62 58 6 6 32 4 1 16 64 4 0 2 1 8 82657.7500
29 4 1 1 1 6 1 1 6 1 1 6 8 8 16 34 42 38 12 12 32 4 1 16 64 4 1 2 1 32 83221.3333
31 4 1 1 1 6 1 1 6 1 1 6 10 12 20 30 42 38 8 8 32 8 1 32 64 4 1 2 1 32 83966.9167
34 4 1 1 1 10 1 1 12 1 1 12 8 8 16 32 62 58 12 12 64 4 1 32 64 4 1 2 1 8 78498.6667
37 4 1 1 1 10 1 1 12 1 1 12 6 6 14 32 52 48 8 8 64 1 1 16 64 4 0 2 1 8 80567.1667
4 4 1 1 1 10 1 1 12 1 1 12 8 8 16 34 62 58 8 8 32 8 1 32 64 4 1 2 1 32 79987.1667
42 4 1 1 1 6 1 1 6 1 1 6 6 6 14 30 42 38 6 6 64 4 1 32 64 4 1 2 1 8 85415.0000
45 4 1 1 1 8 1 1 8 1 1 8 10 12 20 36 52 48 12 12 64 4 1 32 64 4 1 2 1 8 78573.2500
5 4 1 1 1 8 1 1 8 1 1 8 10 12 20 30 52 48 6 6 64 1 1 16 64 4 0 2 1 8 82780.6667
