211 4 1 1 1 6 1 1 6 1 1 6 6 6 14 36 42 38 8 8 64 4 1 32 64 4 1 2 1 8 84056.7500
205 4 1 1 1 6 1 1 6 1 1 6 6 6 14 34 52 48 6 6 64 4 1 32 64 4 1 2 1 8 82778.0833
201 4 1 1 1 10 1 1 12 1 1 12 6 6 14 34 52 48 12 12 64 4 1 32 64 4 0 2 1 8 78754.5000
202 4 1 1 1 8 1 1 8 1 1 8 8 8 16 30 42 38 8 8 64 1 1 16 64 4 1 2 1 32 84093.7500
209 4 1 1 1 10 1 1 12 1 1 12 8 8 16 34 42 38 6 6 32 8 1 32 64 4 1 2 1 32 85594.4167
207 4 1 1 1 6 1 1 6 1 1 6 10 12 20 36 62 58 12 12 32 4 1 16 64 4 0 2 1 8 78664.0000
200 4 1 1 1 6 1 1 6 1 1 6 8 8 16 34 52 48 8 8 32 8 1 32 64 4 1 2 1 8 80145.0000
203 4 1 1 1 6 1 1 6 1 1 6 10 12 20 32 52 48 8 8 32 8 1 32 64 4 1 2 1 32 80280.5000
194 4 1 1 1 6 1 1 6 1 1 6 10 12 20 36 42 38 6 6 64 4 1 32 64 4 1 2 1 8 85418.0000
204 4 1 1 1 6 1 1 6 1 1 6 6 6 14 30 52 48 6 6 64 4 1 32 64 4 1 2 1 32 82762.9167
193 4 1 1 1 8 1 1 8 1 1 8 8 8 16 32 42 38 6 6 32 8 1 32 64 4 1 2 1 8 85594.4167
192 4 1 1 1 8 1 1 8 1 1 8 10 12 20 36 52 48 6 6 32 4 1 16 64 4 0 2 1 32 82686.0833
188 4 1 1 1 6 1 1 6 1 1 6 6 6 14 34 52 48 12 12 32 4 1 16 64 4 0 2 1 32 78699.5000
210 4 1 1 1 8 1 1 8 1 1 8 8 8 16 32 52 48 12 12 64 4 1 32 64 4 1 2 1 32 78704.5833
191 4 1 1 1 8 1 1 8 1 1 8 6 6 14 30 62 58 8 8 64 1 1 16 64 4 0 2 1 8 80616.1667
190 4 1 1 1 6 1 1 6 1 1 6 8 8 16 36 62 58 6 6 32 8 1 32 64 4 1 2 1 32 82635.5833
182 4 1 1 1 8 1 1 8 1 1 8 6 6 14 32 62 58 12 12 32 4 1 16 64 4 0 2 1 8 78764.2500
197 4 1 1 1 6 1 1 6 1 1 6 6 6 14 36 62 58 8 8 32 8 1 32 64 4 1 2 1 32 80176.6667
208 4 1 1 1 10 1 1 12 1 1 12 10 12 20 30 62 58 6 6 64 4 1 32 64 4 0 2 1 8 82623.3333
189 4 1 1 1 10 1 1 12 1 1 12 6 6 14 36 42 38 8 8 64 1 1 16 64 4 1 2 1 32 84225.5833
185 4 1 1 1 10 1 1 12 1 1 12 8 8 16 32 52 48 12 12 32 8 1 32 64 4 1 2 1 32 78699.7500
186 4 1 1 1 10 1 1 12 1 1 12 10 12 20 36 52 48 6 6 32 8 1 32 64 4 1 2 1 32 82617.0000
184 4 1 1 1 10 1 1 12 1 1 12 6 6 14 34 52 48 12 12 64 1 1 16 64 4 0 2 1 8 78997.9167
206 4 1 1 1 6 1 1 6 1 1 6 10 12 20 30 52 48 12 12 32 4 1 16 64 4 1 2 1 32 78662.5000
183 4 1 1 1 6 1 1 6 1 1 6 8 8 16 34 52 48 12 12 32 4 1 16 64 4 1 2 1 8 78693.0000
196 4 1 1 1 6 1 1 6 1 1 6 10 12 20 30 42 38 6 6 32 8 1 32 64 4 0 2 1 32 85422.1667
187 4 1 1 1 10 1 1 12 1 1 12 8 8 16 32 52 48 8 8 64 4 1 32 64 4 0 2 1 32 80188.6667
181 4 1 1 1 6 1 1 6 1 1 6 8 8 16 36 62 58 8 8 32 8 1 32 64 4 0 2 1 32 80209.5833
195 4 1 1 1 8 1 1 8 1 1 8 8 8 16 36 42 38 12 12 64 1 1 16 64 4 0 2 1 8 83358.8333
198 4 1 1 1 6 1 1 6 1 1 6 8 8 16 36 42 38 12 12 64 1 1 16 64 4 1 2 1 32 83349.7500
199 4 1 1 1 6 1 1 6 1 1 6 6 6 14 30 62 58 6 6 32 8 1 32 64 4 0 2 1 32 82841.0000
212 4 1 1 1 6 1 1 6 1 1 6 6 6 14 32 62 58 12 12 32 8 1 32 64 4 0 2 1 8 78809.5000
234 4 1 1 1 10 1 1 12 1 1 12 6 6 14 30 62 58 8 8 64 4 1 32 64 4 1 2 1 32 80364.7500
220 4 1 1 1 8 1 1 8 1 1 8 6 6 14 34 42 38 6 6 64 1 1 16 64 4 0 2 1 8 85594.3333
231 4 1 1 1 10 1 1 12 1 1 12 6 6 14 36 42 38 12 12 64 1 1 16 64 4 1 2 1 32 83494.0833
233 4 1 1 1 8 1 1 8 1 1 8 8 8 16 30 42 38 8 8 64 4 1 32 64 4 0 2 1 32 83898.0000
240 4 1 1 1 6 1 1 6 1 1 6 6 6 14 36 52 48 6 6 64 1 1 16 64 4 1 2 1 8 82979.7500
228 4 1 1 1 10 1 1 12 1 1 12 10 12 20 32 62 58 6 6 64 1 1 16 64 4 0 2 1 32 82771.3333
235 4 1 1 1 10 1 1 12 1 1 12 6 6 14 36 62 58 6 6 64 1 1 16 64 4 0 2 1 32 82960.5000
244 4 1 1 1 8 1 1 8 1 1 8 6 6 14 34 52 48 6 6 32 8 1 32 64 4 0 2 1 8 82859.9167
217 4 1 1 1 10 1 1 12 1 1 12 8 8 16 34 62 58 12 12 64 1 1 16 64 4 1 2 1 8 78616.0833
222 4 1 1 1 10 1 1 12 1 1 12 6 6 14 36 42 38 12 12 32 8 1 32 64 4 0 2 1 32 83259.0833
242 4 1 1 1 10 1 1 12 1 1 12 6 6 14 36 52 48 8 8 32 8 1 32 64 4 0 2 1 8 80327.9167
236 4 1 1 1 10 1 1 12 1 1 12 8 8 16 34 62 58 12 12 32 4 1 16 64 4 1 2 1 8 78394.4167
226 4 1 1 1 10 1 1 12 1 1 12 10 12 20 34 52 48 8 8 32 8 1 32 64 4 0 2 1 8 80304.6667
243 4 1 1 1 6 1 1 6 1 1 6 8 8 16 36 62 58 6 6 32 4 1 16 64 4 1 2 1 32 82554.6667
213 4 1 1 1 8 1 1 8 1 1 8 10 12 20 30 52 48 8 8 32 8 1 32 64 4 0 2 1 8 80298.5000
232 4 1 1 1 8 1 1 8 1 1 8 10 12 20 30 52 48 8 8 32 4 1 16 64 4 1 2 1 32 80253.0000
241 4 1 1 1 10 1 1 12 1 1 12 6 6 14 34 62 58 8 8 32 8 1 32 64 4 0 2 1 8 80313.5833
238 4 1 1 1 10 1 1 12 1 1 12 6 6 14 34 42 38 12 12 32 4 1 16 64 4 1 2 1 32 83201.2500
239 4 1 1 1 8 1 1 8 1 1 8 6 6 14 30 52 48 8 8 32 8 1 32 64 4 0 2 1 8 80417.6667
229 4 1 1 1 6 1 1 6 1 1 6 6 6 14 30 42 38 8 8 64 1 1 16 64 4 0 2 1 8 84243.3333
224 4 1 1 1 6 1 1 6 1 1 6 8 8 16 36 42 38 12 12 32 8 1 32 64 4 1 2 1 8 83147.0833
223 4 1 1 1 8 1 1 8 1 1 8 6 6 14 34 62 58 8 8 64 1 1 16 64 4 1 2 1 8 80561.7500
218 4 1 1 1 6 1 1 6 1 1 6 6 6 14 36 42 38 12 12 32 4 1 16 64 4 1 2 1 32 83220.5000
216 4 1 1 1 10 1 1 12 1 1 12 10 12 20 34 42 38 6 6 32 8 1 32 64 4 0 2 1 8 85420.0833
230 4 1 1 1 10 1 1 12 1 1 12 8 8 16 30 42 38 12 12 64 1 1 16 64 4 1 2 1 8 83358.8333
215 4 1 1 1 8 1 1 8 1 1 8 6 6 14 36 62 58 8 8 64 4 1 32 64 4 0 2 1 32 80399.9167
214 4 1 1 1 10 1 1 12 1 1 12 10 12 20 32 62 58 6 6 32 8 1 32 64 4 0 2 1 32 82602.6667
219 4 1 1 1 8 1 1 8 1 1 8 6 6 14 32 52 48 8 8 64 4 1 32 64 4 0 2 1 32 80423.0833
225 4 1 1 1 8 1 1 8 1 1 8 10 12 20 32 52 48 12 12 32 4 1 16 64 4 1 2 1 8 78629.5000
221 4 1 1 1 8 1 1 8 1 1 8 10 12 20 30 52 48 8 8 64 4 1 32 64 4 0 2 1 8 80288.5833
237 4 1 1 1 8 1 1 8 1 1 8 8 8 16 34 62 58 8 8 64 1 1 16 64 4 1 2 1 32 80302.3333
227 4 1 1 1 6 1 1 6 1 1 6 10 12 20 32 52 48 6 6 32 4 1 16 64 4 0 2 1 32 82785.3333
257 4 1 1 1 10 1 1 12 1 1 12 8 8 16 30 52 48 8 8 32 4 1 16 64 4 0 2 1 32 80247.0000
260 4 1 1 1 6 1 1 6 1 1 6 8 8 16 34 42 38 8 8 32 8 1 32 64 4 1 2 1 8 83889.0833
250 4 1 1 1 8 1 1 8 1 1 8 6 6 14 34 42 38 12 12 64 4 1 32 64 4 1 2 1 32 83255.6667
270 4 1 1 1 10 1 1 12 1 1 12 6 6 14 34 42 38 6 6 64 4 1 32 64 4 1 2 1 8 85404.7500
265 4 1 1 1 10 1 1 12 1 1 12 8 8 16 32 62 58 12 12 64 1 1 16 64 4 0 2 1 32 78745.6667
245 4 1 1 1 8 1 1 8 1 1 8 8 8 16 30 42 38 6 6 64 4 1 32 64 4 0 2 1 32 85604.0833
264 4 1 1 1 6 1 1 6 1 1 6 10 12 20 32 42 38 6 6 64 1 1 16 64 4 0 2 1 32 85589.5000
247 4 1 1 1 6 1 1 6 1 1 6 10 12 20 36 62 58 6 6 64 4 1 32 64 4 1 2 1 32 82675.0000
255 4 1 1 1 6 1 1 6 1 1 6 10 12 20 36 62 58 12 12 64 1 1 16 64 4 1 2 1 8 78929.5833
271 4 1 1 1 8 1 1 8 1 1 8 6 6 14 36 62 58 12 12 64 1 1 16 64 4 0 2 1 8 78711.6667
254 4 1 1 1 10 1 1 12 1 1 12 8 8 16 36 62 58 6 6 32 4 1 16 64 4 1 2 1 8 82563.3333
263 4 1 1 1 6 1 1 6 1 1 6 8 8 16 36 62 58 6 6 64 4 1 32 64 4 1 2 1 8 82645.8333
273 4 1 1 1 8 1 1 8 1 1 8 6 6 14 34 62 58 6 6 64 1 1 16 64 4 0 2 1 8 82971.0833
267 4 1 1 1 6 1 1 6 1 1 6 6 6 14 32 62 58 6 6 64 4 1 32 64 4 0 2 1 8 82850.3333
276 4 1 1 1 6 1 1 6 1 1 6 10 12 20 32 42 38 8 8 32 4 1 16 64 4 0 2 1 32 84041.5000
266 4 1 1 1 10 1 1 12 1 1 12 10 12 20 36 62 58 6 6 64 1 1 16 64 4 1 2 1 32 82785.7500
259 4 1 1 1 6 1 1 6 1 1 6 10 12 20 34 42 38 6 6 64 4 1 32 64 4 1 2 1 32 85418.0000
261 4 1 1 1 6 1 1 6 1 1 6 6 6 14 32 52 48 12 12 64 4 1 32 64 4 1 2 1 8 78812.0000
268 4 1 1 1 10 1 1 12 1 1 12 6 6 14 34 62 58 8 8 64 4 1 32 64 4 1 2 1 8 80318.8333
246 4 1 1 1 10 1 1 12 1 1 12 10 12 20 36 42 38 12 12 64 4 1 32 64 4 0 2 1 32 83290.5833
262 4 1 1 1 6 1 1 6 1 1 6 8 8 16 36 62 58 8 8 64 1 1 16 64 4 1 2 1 32 80430.5833
275 4 1 1 1 8 1 1 8 1 1 8 6 6 14 36 62 58 6 6 64 4 1 32 64 4 0 2 1 8 82780.6667
272 4 1 1 1 10 1 1 12 1 1 12 10 12 20 30 42 38 8 8 64 4 1 32 64 4 1 2 1 32 83973.5833
269 4 1 1 1 6 1 1 6 1 1 6 6 6 14 36 52 48 6 6 32 4 1 16 64 4 1 2 1 8 82668.9167
256 4 1 1 1 10 1 1 12 1 1 12 8 8 16 30 42 38 8 8 32 4 1 16 64 4 1 2 1 8 83978.3333
258 4 1 1 1 6 1 1 6 1 1 6 10 12 20 30 42 38 8 8 64 1 1 16 64 4 0 2 1 8 84143.0833
251 4 1 1 1 10 1 1 12 1 1 12 8 8 16 36 62 58 6 6 64 1 1 16 64 4 1 2 1 32 82856.9167
274 4 1 1 1 6 1 1 6 1 1 6 8 8 16 34 62 58 12 12 32 4 1 16 64 4 0 2 1 32 78568.6667
248 4 1 1 1 10 1 1 12 1 1 12 6 6 14 34 62 58 8 8 32 4 1 16 64 4 1 2 1 32 80227.2500
252 4 1 1 1 6 1 1 6 1 1 6 10 12 20 36 52 48 6 6 64 1 1 16 64 4 1 2 1 8 82887.8333
249 4 1 1 1 10 1 1 12 1 1 12 6 6 14 36 52 48 8 8 32 4 1 16 64 4 0 2 1 8 80349.2500
253 4 1 1 1 8 1 1 8 1 1 8 6 6 14 32 62 58 8 8 64 4 1 32 64 4 0 2 1 8 80384.4167
306 4 1 1 1 10 1 1 12 1 1 12 6 6 14 34 42 38 6 6 32 8 1 32 64 4 0 2 1 8 85402.0000
305 4 1 1 1 8 1 1 8 1 1 8 8 8 16 32 52 48 12 12 64 1 1 16 64 4 1 2 1 32 78952.7500
288 4 1 1 1 8 1 1 8 1 1 8 8 8 16 36 52 48 12 12 32 8 1 32 64 4 1 2 1 8 78692.0000
277 4 1 1 1 6 1 1 6 1 1 6 10 12 20 34 52 48 8 8 32 4 1 16 64 4 0 2 1 32 80196.8333
296 4 1 1 1 10 1 1 12 1 1 12 8 8 16 30 62 58 8 8 64 4 1 32 64 4 0 2 1 8 80045.1667
304 4 1 1 1 8 1 1 8 1 1 8 6 6 14 32 42 38 8 8 32 8 1 32 64 4 0 2 1 8 84023.0000
303 4 1 1 1 8 1 1 8 1 1 8 6 6 14 34 42 38 12 12 64 1 1 16 64 4 0 2 1 8 83494.0833
278 4 1 1 1 6 1 1 6 1 1 6 6 6 14 36 52 48 8 8 32 4 1 16 64 4 0 2 1 8 80312.8333
286 4 1 1 1 8 1 1 8 1 1 8 6 6 14 34 42 38 6 6 32 8 1 32 64 4 0 2 1 8 85402.0000
307 4 1 1 1 6 1 1 6 1 1 6 10 12 20 34 62 58 12 12 32 4 1 16 64 4 1 2 1 8 78565.6667
279 4 1 1 1 10 1 1 12 1 1 12 10 12 20 34 62 58 12 12 64 4 1 32 64 4 1 2 1 32 78483.5833
287 4 1 1 1 10 1 1 12 1 1 12 6 6 14 30 42 38 8 8 32 4 1 16 64 4 1 2 1 32 83886.7500
290 4 1 1 1 10 1 1 12 1 1 12 8 8 16 32 62 58 6 6 32 4 1 16 64 4 1 2 1 32 82554.7500
283 4 1 1 1 10 1 1 12 1 1 12 10 12 20 34 62 58 12 12 32 4 1 16 64 4 1 2 1 8 78545.6667
294 4 1 1 1 10 1 1 12 1 1 12 8 8 16 32 62 58 6 6 64 1 1 16 64 4 0 2 1 32 82848.3333
285 4 1 1 1 10 1 1 12 1 1 12 6 6 14 36 62 58 8 8 64 4 1 32 64 4 1 2 1 8 80316.4167
